date,open,high,low,close,dvol
2019-10-18,177.31,177.49,168.34,172.96,
2019-10-19,172.96,175.5,169.72,172.09,
2019-10-20,172.05,176.8,169.11,175.49,
2019-10-21,175.49,178,171.45,174.37,
2019-10-22,174.36,175.4,170.47,171.3,
2019-10-23,171.26,174.05,153,162.49,
2019-10-24,162.42,164,158.9,160.67,
2019-10-25,160.67,187.74,160.57,181.66,
2019-10-26,181.66,199.5,173.86,180.03,
2019-10-27,180.02,189.18,176.84,184.41,
2019-10-28,184.32,190,181,182.02,
2019-10-29,182.03,193.41,181.72,191.1,
2019-10-30,191.03,192.2,180.05,183.38,
2019-10-31,183.4,185.47,177.81,182.38,
2019-11-01,182.38,184.99,177.39,183.19,
2019-11-02,183.26,186.19,181.91,183.25,
2019-11-03,183.26,185,179.11,181.73,
2019-11-04,181.73,189.5,180.45,186.25,
2019-11-05,186.26,192.47,181.76,188.88,
2019-11-06,188.88,194.6,187.87,191.13,
2019-11-07,191.17,192.27,184.14,186.42,
2019-11-08,186.42,188.09,180.71,183.62,
2019-11-09,183.62,185.7,182.21,184.77,
2019-11-10,184.77,192,183.41,188.88,
2019-11-11,188.89,190,183.77,184.65,
2019-11-12,184.65,187.27,182.07,186.98,
2019-11-13,186.98,189.31,185.08,187.72,
2019-11-14,187.81,188.45,182.75,184.55,
2019-11-15,184.55,186.59,177,179.82,
2019-11-16,179.79,183.17,178.95,182.25,
2019-11-17,182.23,186.26,180,183.88,
2019-11-18,183.88,183.95,173.56,177.85,
2019-11-19,177.8,178.14,172.38,175.73,
2019-11-20,175.75,177.25,173.26,174.35,
2019-11-21,174.35,175.49,155,160.82,
2019-11-22,160.83,162.65,137.8,149.97,
2019-11-23,149.98,154.54,146.37,152,
2019-11-24,152,153.19,138.53,139.99,
2019-11-25,140.1,151.69,131.8,145.91,
2019-11-26,146.16,149.9,143.57,147.83,
2019-11-27,147.83,155.89,141.02,153,
2019-11-28,153.04,155,149.31,151.01,
2019-11-29,151.01,157.73,150.5,154.75,
2019-11-30,154.75,155.45,149.6,151.78,
2019-12-01,151.61,152.67,145.97,150.97,
2019-12-02,150.94,151.65,146.82,148.97,
2019-12-03,148.83,150,145.67,147.33,
2019-12-04,147.33,153,143.17,145.5,
2019-12-05,145.5,148.95,143.8,148.18,
2019-12-06,148.2,149.85,145.75,148.82,
2019-12-07,148.82,149.88,147.2,147.43,
2019-12-08,147.41,152,146.36,150.71,
2019-12-09,150.7,151.47,146.69,147.3,
2019-12-10,147.28,148.22,143.81,145.55,
2019-12-11,145.54,146.29,142.01,143.29,
2019-12-12,143.29,146.12,139.1,144.69,
2019-12-13,144.7,145.13,142.76,144.7,
2019-12-14,144.7,145.03,141.11,141.73,
2019-12-15,141.72,143.99,139.8,142.38,
2019-12-16,142.38,142.53,129.03,132.36,
2019-12-17,132.36,132.66,119.5,121.83,
2019-12-18,121.84,134.81,116.25,132.89,
2019-12-19,132.89,134.11,125.68,128.18,
2019-12-20,128.18,129.32,125.71,128.37,
2019-12-21,128.36,128.45,126.63,127.09,
2019-12-22,127.16,133.22,126.89,132.4,
2019-12-23,132.4,135.24,126.16,127.78,
2019-12-24,127.75,129.5,126.5,127.71,
2019-12-25,127.67,127.77,123.16,125,
2019-12-26,125,132.06,124.06,125.49,
2019-12-27,125.49,126.7,122.15,126.23,
2019-12-28,126.23,129.6,125.8,127.91,
2019-12-29,127.95,137.85,127.22,134.3,
2019-12-30,134.31,135.97,129.79,131.1,
2019-12-31,131.08,133.19,127.6,128.54,
2020-01-01,128.54,132.68,128.12,130.19,
2020-01-02,130.14,130.18,125.83,126.81,
2020-01-03,126.81,134.93,125.52,134.17,
2020-01-04,134.17,135.75,132.5,134.14,
2020-01-05,134.14,138.97,134.14,135.31,
2020-01-06,135.31,144.51,134.78,144.19,
2020-01-07,144.2,145.25,138.79,143.08,
2020-01-08,143.08,148,137.03,140.6,
2020-01-09,140.64,141.38,135.12,137.71,
2020-01-10,137.72,145.81,135.26,144.72,
2020-01-11,144.89,148,142,142.63,
2020-01-12,142.51,146.6,141.83,146.6,
2020-01-13,146.55,147,142.1,143.51,
2020-01-14,143.5,170.83,143.45,165.76,
2020-01-15,165.74,172.18,159.13,166.29,
2020-01-16,166.27,167.28,158.17,163.93,
2020-01-17,164,174.52,162.01,169.59,
2020-01-18,169.54,179.32,164.92,174.06,
2020-01-19,174.05,178,161.7,166.75,
2020-01-20,166.67,169.3,161.1,166.68,
2020-01-21,166.66,170,164.28,169.19,
2020-01-22,169.29,171.05,165.65,167.68,
2020-01-23,167.73,167.79,158.44,162.4,
2020-01-24,162.49,164.21,154.48,162.3,
2020-01-25,162.31,162.41,157.4,160.12,
2020-01-26,160,167.59,159.09,167.35,
2020-01-27,167.58,171.7,164.89,169.77,
2020-01-28,169.78,176.5,169.78,175.99,
2020-01-29,175.91,178.31,173.13,173.45,
2020-01-30,173.41,186.89,170,184.55,
2020-01-31,184.52,185.68,175,179.74,
2020-02-01,179.72,184.2,179,183.5,
2020-02-02,183.49,193.52,178.98,188.29,
2020-02-03,188.22,195.21,186.25,189.42,
2020-02-04,189.41,191.37,184.29,188.24,
2020-02-05,188.25,207.93,186.89,204,
2020-02-06,204.01,216.49,200.54,212.95,
2020-02-07,212.94,224.78,212.94,223.22,
2020-02-08,223.22,228.4,213.24,223.37,
2020-02-09,223.36,230.9,223.16,228.8,
2020-02-10,228.8,229.6,216.31,222.85,
2020-02-11,222.86,239.92,217.83,237.98,
2020-02-12,237.99,276.15,237.95,266.49,
2020-02-13,266.63,278.01,253.75,268.42,
2020-02-14,268.37,287.98,260.13,286.27,
2020-02-15,285.95,290,261.35,264.92,
2020-02-16,264.83,274,236.37,258.5,
2020-02-17,258.58,269,242.36,268.03,
2020-02-18,268.2,286.87,259.24,283.31,
2020-02-19,283.34,287.13,250,258.66,
2020-02-20,258.51,264.26,245.25,257.4,
2020-02-21,257.2,268.71,254.1,265.8,
2020-02-22,265.79,267.04,256.3,262.08,
2020-02-23,261.94,276.62,261.53,275.48,
2020-02-24,275.48,278.13,256.06,265.31,
2020-02-25,265.53,266.24,244.44,246.5,
2020-02-26,246.28,250.84,215.33,223.5,
2020-02-27,223.78,239,209.26,227.63,
2020-02-28,227.6,234.9,213.63,227.37,
2020-02-29,227.13,233.32,216.83,217.31,
2020-03-01,217.36,227.99,211.5,217.26,
2020-03-02,217.34,234.5,215.75,232.12,
2020-03-03,232.12,232.92,220,223.75,
2020-03-04,223.72,228.83,220.39,224.56,
2020-03-05,224.49,234.47,224.49,228.64,
2020-03-06,228.6,245.84,227.77,245.56,
2020-03-07,245.53,253.01,236.67,237.75,
2020-03-08,237.75,237.75,196,199.46,
2020-03-09,199.51,208.65,189.85,202.77,
2020-03-10,202.76,206.28,195.17,200.5,
2020-03-11,200.63,202.98,181,194.61,
2020-03-12,194.62,195.64,101.22,110.3,
2020-03-13,110.3,148,90,135.51,
2020-03-14,135.44,135.9,120.71,122.17,
2020-03-15,122.11,134.1,119.84,123.3,
2020-03-16,123.33,123.75,100.5,111.38,
2020-03-17,111.36,121.49,109.66,116.09,
2020-03-18,116.06,118.88,110.18,118.6,
2020-03-19,118.59,144.44,115.72,136.68,
2020-03-20,136.65,154,115.51,133.27,
2020-03-21,133.35,137.64,125.84,132.79,
2020-03-22,132.79,137.38,120.9,122.42,
2020-03-23,122.31,138,119.2,137,
2020-03-24,137,144.16,133.04,139,
2020-03-25,138.95,142.79,132.5,136.26,
2020-03-26,136.35,140.36,133.52,139,
2020-03-27,139,142.5,130,131.56,
2020-03-28,131.56,133.8,125.01,131.35,
2020-03-29,131.36,132.18,123.72,124.35,
2020-03-30,124.43,135.48,124.05,132.32,
2020-03-31,132.3,135.35,130.45,133.08,
2020-04-01,133.08,137.4,128.6,136.14,
2020-04-02,136.14,150.5,135.5,141.53,
2020-04-03,141.48,146.81,138,141.54,
2020-04-04,141.48,146.69,139.04,144.48,
2020-04-05,144.49,145.98,140.81,142.79,
2020-04-06,142.79,172.19,142.79,171.5,
2020-04-07,171.56,176.82,161.47,164.57,
2020-04-08,164.54,174.77,163.49,173.36,
2020-04-09,173.43,173.55,165.32,169.75,
2020-04-10,169.71,170.39,152.3,158.1,
2020-04-11,158.1,161.5,154.2,158.55,
2020-04-12,158.68,165.45,155.31,158.87,
2020-04-13,158.82,159.44,149.7,156.76,
2020-04-14,156.76,163,155.56,158.65,
2020-04-15,158.68,161.5,152.17,152.77,
2020-04-16,152.76,175.2,148.08,172.55,
2020-04-17,172.58,175.1,168.5,170.89,
2020-04-18,170.85,191.22,170.69,187.88,
2020-04-19,187.85,189.92,176.53,180.39,
2020-04-20,180.28,186.67,166.4,170.5,
2020-04-21,170.39,174.93,168.44,171.07,
2020-04-22,171.05,184.41,170.02,183.11,
2020-04-23,183.1,194.86,178.44,185.66,
2020-04-24,185.65,189.91,184.97,187.84,
2020-04-25,187.92,198.2,185.97,194.42,
2020-04-26,194.42,200,192.54,197.83,
2020-04-27,197.8,199.41,189.6,196.78,
2020-04-28,196.88,197.95,192.5,196.67,
2020-04-29,196.64,219.59,196.64,215.66,
2020-04-30,215.74,227.5,202.3,206.23,
2020-05-01,206.22,217.58,206.18,212.09,
2020-05-02,212.08,215.59,210.57,214.25,
2020-05-03,214.25,219.48,205.28,210.24,
2020-05-04,210.24,210.96,195.17,206.86,
2020-05-05,207.02,212.17,201.33,205.43,
2020-05-06,205.5,211.21,198.18,199.26,
2020-05-07,199.1,215.99,196.82,212.47,
2020-05-08,212.5,217,207.2,211.59,
2020-05-09,211.65,214.79,208.27,210,
2020-05-10,210.06,210.06,180.01,187.73,
2020-05-11,187.65,193.77,176.43,185.93,
2020-05-12,185.93,192.89,185.79,190.1,
2020-05-13,189.93,201.59,188.36,199.92,
2020-05-14,199.92,206.25,195.7,203.4,
2020-05-15,203.4,204.3,191.35,194.7,
2020-05-16,194.66,203.36,193.24,200.53,
2020-05-17,200.5,210,199.1,207.05,
2020-05-18,207.05,216.99,206.99,214.97,
2020-05-19,214.86,215.84,209.22,214.71,
2020-05-20,214.8,215.5,205.1,209.96,
2020-05-21,209.95,211.52,191.27,198.62,
2020-05-22,198.61,209.28,196.12,207.32,
2020-05-23,207.3,211.3,204.56,206.66,
2020-05-24,206.61,210.67,199.3,199.63,
2020-05-25,199.63,205.71,198.01,204.06,
2020-05-26,204.13,205.03,196.65,200.91,
2020-05-27,200.87,208.48,200.76,208.41,
2020-05-28,208.41,220.68,204.5,220.44,
2020-05-29,220.39,224.84,217.52,220.62,
2020-05-30,220.55,247.36,218.33,243.84,
2020-05-31,243.85,245.46,229.46,231.54,
2020-06-01,231.43,251.46,230.59,248.41,
2020-06-02,248.42,253.6,225.6,237.71,
2020-06-03,237.7,245.39,233.28,244.6,
2020-06-04,244.59,246.73,236.17,243.18,
2020-06-05,243.18,247.9,238.65,240.04,
2020-06-06,240.04,244.52,237.67,241.92,
2020-06-07,241.92,245.45,234.48,244.81,
2020-06-08,244.79,247.97,240.82,246.55,
2020-06-09,246.55,249.99,238.91,244.03,
2020-06-10,244.04,250.56,242.13,248.16,
2020-06-11,248.27,250.26,225.2,230.15,
2020-06-12,230.14,239.54,227.84,237.53,
2020-06-13,237.57,238.8,234.11,238.17,
2020-06-14,238.18,238.59,229.75,231.34,
2020-06-15,231.34,234,217.79,230.98,
2020-06-16,230.96,236.02,228.78,235.34,
2020-06-17,235.35,237,227.5,233.71,
2020-06-18,233.69,234.5,227.37,231.05,
2020-06-19,231.05,231.9,226.43,228.66,
2020-06-20,228.67,230.67,225.5,228.8,
2020-06-21,228.8,231.29,226.86,227.68,
2020-06-22,227.7,246.95,227.2,243.23,
2020-06-23,243.24,244.8,240.73,243.12,
2020-06-24,243.08,249.04,230.66,234.44,
2020-06-25,234.44,235.24,227.05,231.97,
2020-06-26,231.94,233.25,227.3,229.44,
2020-06-27,229.45,231.1,215.16,220.76,
2020-06-28,220.74,227.93,217.35,224.76,
2020-06-29,224.94,229.98,220.98,227.81,
2020-06-30,227.81,228.69,222.93,225.48,
2020-07-01,225.5,232.77,224.11,231.03,
2020-07-02,231.15,232.15,222.78,226.48,
2020-07-03,226.43,228.26,224.31,225.06,
2020-07-04,224.98,231.04,224.5,229.34,
2020-07-05,229.34,229.93,223.5,227.67,
2020-07-06,227.62,241.99,227.08,241.65,
2020-07-07,241.71,243.82,234.55,239.37,
2020-07-08,239.37,249,237.91,247.14,
2020-07-09,247.11,247.67,237.04,242,
2020-07-10,242,242.12,235.56,241.2,
2020-07-11,241.26,241.58,237.43,239.17,
2020-07-12,239.18,243.9,236.51,242.81,
2020-07-13,242.81,245.37,236.97,239.44,
2020-07-14,239.25,242.01,236.66,240.43,
2020-07-15,240.4,241.44,236.36,238.33,
2020-07-16,238.35,239.16,229.77,233.41,
2020-07-17,233.47,234.55,230.87,232.63,
2020-07-18,232.59,236.97,232.24,235.72,
2020-07-19,235.69,240,233.28,239.17,
2020-07-20,239.26,239.8,233.85,236.1,
2020-07-21,236.12,247.18,235.77,245.65,
2020-07-22,245.64,269.49,241.62,264.28,
2020-07-23,264.28,282.6,260.1,275.68,
2020-07-24,275.56,287.8,268.39,279.59,
2020-07-25,279.66,310,279.62,305.66,
2020-07-26,305.55,319.86,300.21,311.35,
2020-07-27,311.43,334.34,311.38,322.24,
2020-07-28,322.41,327.34,306.29,317.59,
2020-07-29,317.52,325.85,312.66,318.16,
2020-07-30,318.15,342.4,314.52,335.31,
2020-07-31,335.25,349.74,328.35,346.86,
2020-08-01,346.86,394,343.75,387.4,
2020-08-02,387.4,415,325.75,372.21,
2020-08-03,372.19,399.69,366.34,386.22,
2020-08-04,386.27,403.64,380.67,389.82,
2020-08-05,389.76,408,383.86,401.21,
2020-08-06,401.21,404.03,391,395.28,
2020-08-07,395.28,398.57,362.88,379.75,
2020-08-08,379.76,400.06,376.18,397.51,
2020-08-09,397.5,401,384.02,390.41,
2020-08-10,390.41,400.21,385.44,395.78,
2020-08-11,395.77,398.3,364.77,378.88,
2020-08-12,378.92,389.57,365.19,387.27,
2020-08-13,387.27,432.94,376.46,424.94,
2020-08-14,425,445.45,417.52,438.83,
2020-08-15,438.83,443.33,428,432.55,
2020-08-16,432.67,437,412.51,433.7,
2020-08-17,433.71,447.5,420.5,431.5,
2020-08-18,431.5,434.27,414.44,422.31,
2020-08-19,422.31,426.97,393.75,407.59,
2020-08-20,407.6,419.58,402.3,415.92,
2020-08-21,415.92,418.92,385,388.05,
2020-08-22,388,399.73,379.53,395.62,
2020-08-23,395.52,400,383.67,390.9,
2020-08-24,390.78,411.97,387.72,407.76,
2020-08-25,407.76,409.31,369.36,383.33,
2020-08-26,383.26,393.5,377.56,386.1,
2020-08-27,386.12,397.15,371.5,383.25,
2020-08-28,383.27,398.16,379.67,395.47,
2020-08-29,395.35,405.82,392.34,398.58,
2020-08-30,398.57,429.9,398.24,428.94,
2020-08-31,428.92,439,418.16,433.89,
2020-09-01,433.88,488.95,429.66,475.57,
2020-09-02,475.57,481.2,420.58,440.02,
2020-09-03,439.99,451,370,382.87,
2020-09-04,382.15,400.5,359,388.96,
2020-09-05,389.2,394.38,310,335.25,
2020-09-06,335.25,360.61,316.43,352.77,
2020-09-07,352.85,358.66,323.17,353.71,
2020-09-08,353.71,357.01,325.36,337.48,
2020-09-09,337.48,359.41,330.6,351.1,
2020-09-10,351.11,377.79,350.23,368.06,
2020-09-11,367.94,375.38,355.81,373.93,
2020-09-12,373.93,388.25,364.88,387.81,
2020-09-13,387.82,390.41,353.58,366.58,
2020-09-14,366.58,384.61,355.66,377.28,
2020-09-15,377.27,382.76,362.5,364.2,
2020-09-16,364.05,373.37,355,365.23,
2020-09-17,365.22,394.55,363.4,389.45,
2020-09-18,389.52,392.69,375.19,384.64,
2020-09-19,384.6,388.43,377.2,385.23,
2020-09-20,385.25,385.31,364.89,370.69,
2020-09-21,371.03,376.76,331,340.11,
2020-09-22,340.36,346.84,335.57,344.26,
2020-09-23,344.25,344.64,313,320.63,
2020-09-24,320.65,353.14,316.65,349.14,
2020-09-25,349.14,358.12,337.63,352.11,
2020-09-26,352.12,356.5,346.03,354.13,
2020-09-27,354.01,362.86,347.05,357.55,
2020-09-28,357.53,368.52,351.88,353.91,
2020-09-29,353.68,360.59,350.19,359.9,
2020-09-30,359.93,361.51,351.38,359.89,
2020-10-01,360.01,370.25,345.01,352.9,
2020-10-02,352.84,354.25,334.19,345.7,
2020-10-03,345.74,351.2,343.71,346.18,
2020-10-04,346.18,354.35,344.08,352.48,
2020-10-05,352.42,356.12,348.69,353.73,
2020-10-06,353.82,355.33,336.73,340.78,
2020-10-07,340.8,342.83,332.87,341.68,
2020-10-08,341.7,353.34,334.29,351.25,
2020-10-09,351.17,368.7,347.15,365.36,
2020-10-10,365.35,380.81,365.02,370.75,
2020-10-11,370.73,377.49,369.02,374.38,
2020-10-12,374.37,395.18,365.77,386.74,
2020-10-13,386.77,387.88,374.29,381.37,
2020-10-14,381.37,387.63,373.29,378.97,
2020-10-15,379.01,381.99,370.06,377.94,
2020-10-16,377.89,380,361.38,365.57,
2020-10-17,365.57,370.57,363.56,368.48,
2020-10-18,368.48,378.69,367.31,378.58,
2020-10-19,378.56,384.69,372.89,379.36,
2020-10-20,379.53,380.9,363.01,368.81,
2020-10-21,368.81,402.62,368.06,391.53,
2020-10-22,391.36,421.47,391.33,414.7,
2020-10-23,414.64,419.48,401.51,409.52,
2020-10-24,409.55,417,407.4,412.58,
2020-10-25,412.58,417.86,402.92,406.46,
2020-10-26,406.32,411.47,382.21,393.12,
2020-10-27,393.07,411.77,390.35,404.55,
2020-10-28,404.56,409.52,380.5,388.63,
2020-10-29,388.59,394,380.75,387.6,
2020-10-30,387.49,392.16,373.4,382.77,
2020-10-31,382.77,394,380.76,386.74,
2020-11-01,386.72,397.65,385.09,396.91,
2020-11-02,396.91,404.57,378.36,383.33,
2020-11-03,383.33,390.35,370.5,388.32,
2020-11-04,388.33,409,376.64,403.18,
2020-11-05,403.19,421.25,396.43,417.17,
2020-11-06,417.29,458.92,415.57,456.65,
2020-11-07,456.69,468.98,423,435.73,
2020-11-08,435.59,460.57,432.65,454.61,
2020-11-09,454.61,460,433.83,444.81,
2020-11-10,444.84,455.51,439.36,450.89,
2020-11-11,450.89,476.8,449.95,463.79,
2020-11-12,463.75,470.56,452.07,462.98,
2020-11-13,462.91,478.31,457.64,477.14,
2020-11-14,477.15,478,452.17,461.16,
2020-11-15,461.21,463.24,439.77,448.58,
2020-11-16,448.6,466.21,445.91,460.85,
2020-11-17,460.87,485,460.05,482.68,
2020-11-18,482.75,495.68,456.5,478.96,
2020-11-19,479,480.99,465.18,471.92,
2020-11-20,471.92,514.73,471.07,510.43,
2020-11-21,510.6,554.28,502.82,553.07,
2020-11-22,553.06,581.8,511.16,560.82,
2020-11-23,560.78,611.43,550,609.26,
2020-11-24,609.26,623.22,587.25,605.45,
2020-11-25,605.45,606.49,554,568.79,
2020-11-26,569.19,577,480.08,520.34,
2020-11-27,520.35,531.41,493.51,519.07,
2020-11-28,519.04,548.83,505.01,538.11,
2020-11-29,537.97,577.55,531,576.76,
2020-11-30,576.9,617,571.11,617,
2020-12-01,617,636.53,563.01,586.03,
2020-12-02,585.87,604.96,575.08,597.35,
2020-12-03,597.03,624.57,586.11,616.65,
2020-12-04,616.46,620.56,566,567.6,
2020-12-05,567.76,597.88,561.15,597.29,
2020-12-06,597.29,607.46,583.31,601.95,
2020-12-07,601.97,603.4,584.54,591.47,
2020-12-08,591.53,595.47,548.12,554.79,
2020-12-09,554.8,578.67,530.32,573.38,
2020-12-10,573.26,575.62,547.83,559.45,
2020-12-11,559.33,560.62,535.5,544.23,
2020-12-12,544.51,574.33,543.22,568.64,
2020-12-13,568.64,595.21,563.79,590.75,
2020-12-14,590.45,591.71,575.58,586.39,
2020-12-15,586.4,597.04,579.15,589.08,
2020-12-16,589.08,639.58,581.21,637.98,
2020-12-17,637.91,677.05,626.79,643.37,
2020-12-18,643.26,664.46,629.59,654.66,
2020-12-19,654.66,672.06,646.54,658.96,
2020-12-20,658.8,661.4,621.46,638.4,
2020-12-21,638.19,648.35,596.9,608.07,
2020-12-22,608.07,638.5,587.54,636.82,
2020-12-23,636.73,638.75,551.45,585.11,
2020-12-24,585.37,614.99,565.61,612.27,
2020-12-25,612.25,633.97,604.26,626.75,
2020-12-26,626.71,652.7,615.22,636.52,
2020-12-27,636.85,714.99,625.01,684.12,
2020-12-28,684.11,747,680.9,729.7,
2020-12-29,729.65,739.66,688,731.76,
2020-12-30,731.79,759,717,752.86,
2020-12-31,752.87,755.9,724,737.67,
2021-01-01,737.89,750,717.1,730.99,
2021-01-02,730.97,789.21,715.22,775.3,
2021-01-03,775.29,1015.14,770,980.44,
2021-01-04,980.44,1168.99,886.33,1042.38,
2021-01-05,1042.24,1136.93,975,1103.73,
2021-01-06,1103.71,1215.98,1058.32,1212.02,
2021-01-07,1212.68,1291.94,1140,1227.34,
2021-01-08,1227.55,1275,1063.18,1217.35,
2021-01-09,1217.31,1310,1172.86,1281.45,
2021-01-10,1281.25,1350.88,1153,1255.13,
2021-01-11,1255.1,1260.24,905,1088.79,
2021-01-12,1088.55,1150,1006.83,1049.79,
2021-01-13,1050.46,1137.75,980,1130.8,
2021-01-14,1130.79,1246.99,1087.05,1231.32,
2021-01-15,1231.59,1255.59,1065,1168.1,
2021-01-16,1169.04,1294,1152.3,1227.14,
2021-01-17,1227.76,1268.83,1165.78,1232.99,
2021-01-18,1232.6,1261,1181.9,1258.48,
2021-01-19,1258.55,1440,1252.01,1368.04,
2021-01-20,1367.7,1408.5,1234.01,1376.88,
2021-01-21,1377.15,1390,1081,1110.62,
2021-01-22,1110.61,1275.99,1039.62,1233.6,
2021-01-23,1233.42,1272,1196.74,1234.55,
2021-01-24,1234.47,1401.92,1221.66,1394,
2021-01-25,1394.04,1477.3,1293.65,1317.97,
2021-01-26,1317.98,1378.12,1245,1367.98,
2021-01-27,1367.97,1375.91,1206.05,1240.96,
2021-01-28,1240.62,1363.27,1220.08,1333.19,
2021-01-29,1333.61,1442.88,1286.56,1379.87,
2021-01-30,1380.04,1408.97,1327,1380,
2021-01-31,1380,1382,1283,1313.94,
2021-02-01,1313.95,1378.02,1271.31,1374.6,
2021-02-02,1374.55,1549,1360.27,1513.67,
2021-02-03,1513.85,1672.21,1509.48,1668.72,
2021-02-04,1668.71,1699,1556,1597.55,
2021-02-05,1597.34,1763.93,1589.17,1721.06,
2021-02-06,1721.06,1745.25,1646.7,1679.77,
2021-02-07,1679.76,1695.38,1493.28,1615.32,
2021-02-08,1615.51,1780,1565.98,1752.98,
2021-02-09,1752.98,1824.23,1710.01,1772.16,
2021-02-10,1771.91,1839,1680,1742.93,
2021-02-11,1742.51,1819,1704.23,1787.32,
2021-02-12,1787.33,1868.9,1741.29,1845,
2021-02-13,1844.78,1877.88,1766.15,1818.01,
2021-02-14,1817.85,1852.47,1785.07,1803.75,
2021-02-15,1803.25,1836,1659.93,1779.62,
2021-02-16,1780.59,1825,1725,1781.97,
2021-02-17,1782.14,1857.61,1733.87,1852,
2021-02-18,1851.9,1950.3,1851.47,1939.64,
2021-02-19,1939.64,1974.98,1890,1957.68,
2021-02-20,1957.9,2041.42,1811.25,1915.46,
2021-02-21,1915.01,1976.72,1885,1935.57,
2021-02-22,1935.67,1938.95,1507.34,1778.66,
2021-02-23,1778.33,1783.22,1356,1577.83,
2021-02-24,1577.84,1714,1500.28,1625.3,
2021-02-25,1625.27,1672.49,1458.5,1482.62,
2021-02-26,1482.05,1564.11,1400.01,1445.18,
2021-02-27,1445.09,1526.82,1420,1460.57,
2021-02-28,1460.49,1469.96,1292.76,1422.02,
2021-03-01,1421.8,1574.28,1412.61,1571.82,
2021-03-02,1571.87,1605.89,1455.86,1488.34,
2021-03-03,1488.34,1657.91,1476.72,1567.86,
2021-03-04,1568.4,1625,1504.06,1539.69,
2021-03-05,1539.53,1551.19,1442.32,1528.82,
2021-03-06,1528.82,1673.02,1512.45,1651.83,
2021-03-07,1651.75,1735,1631.07,1728.22,
2021-03-08,1727.95,1843.99,1664.08,1834.58,
2021-03-09,1834.88,1872.26,1800,1871.99,
2021-03-10,1871.93,1879,1756.29,1795.37,
2021-03-11,1795.55,1847,1725,1827.04,
2021-03-12,1826.53,1841.96,1721.15,1767.79,
2021-03-13,1766.76,1944,1728.3,1921.61,
2021-03-14,1921.76,1931.97,1836.61,1848.9,
2021-03-15,1848.56,1893.75,1734.87,1795.07,
2021-03-16,1794.08,1819.2,1706.25,1806.03,
2021-03-17,1805.7,1841.13,1742,1824.74,
2021-03-18,1824.45,1850,1758.4,1776.4,
2021-03-19,1776.4,1840.69,1734.29,1809.38,
2021-03-20,1808.95,1869,1800.55,1806.47,
2021-03-21,1806.04,1818.86,1748.25,1784,
2021-03-22,1784.11,1806.39,1657.17,1681.02,
2021-03-23,1681.4,1723.61,1651.58,1668.09,
2021-03-24,1668.37,1740.91,1545.77,1581.79,106.73
2021-03-25,1581.97,1622.27,1548.69,1587.08,105.39
2021-03-26,1587.01,1700.7,1586.81,1700.1,90.27
2021-03-27,1699.97,1732.85,1666.4,1713.88,87.46
2021-03-28,1713.96,1725.71,1662,1686.92,84.22
2021-03-29,1686.92,1841.88,1675.28,1815.73,88.24
2021-03-30,1815.73,1860,1785.77,1841.16,89.19
2021-03-31,1841.03,1948,1771.94,1920,93.88
2021-04-01,1919.99,1982.21,1886.11,1968.38,89.09
2021-04-02,1968.74,2145,1948.67,2134.68,94.81
2021-04-03,2134.38,2139.33,2000,2009.25,95.17
2021-04-04,2008.97,2093.07,1980,2076.36,93.72
2021-04-05,2076.31,2131.27,2003.1,2106.98,91.94
2021-04-06,2107.45,2151,2046.08,2113,92.31
2021-04-07,2113.55,2128.99,1929.69,1964.23,88.32
2021-04-08,1964.69,2084.54,1949.34,2081.29,86.21
2021-04-09,2081.29,2100,2048.41,2066.03,84.58
2021-04-10,2066.5,2195,2057.2,2133.08,90.53
2021-04-11,2133.07,2163.18,2112.58,2150.54,93.35
2021-04-12,2150.54,2199.11,2102.55,2138.03,96.81
2021-04-13,2138.02,2317.3,2135.9,2299.92,102.2
2021-04-14,2300.01,2446.91,2283.26,2432.54,94.57
2021-04-15,2432.16,2546.82,2401.25,2517.03,89.72
2021-04-16,2517.03,2548,2305,2426.64,85.47
2021-04-17,2426.64,2497.84,2305.55,2318.7,83.47
2021-04-18,2319.11,2341,2000,2241.46,97.12
2021-04-19,2241.67,2282.6,2050,2163.82,93.87
2021-04-20,2163.69,2349.5,2054.25,2332.6,94.36
2021-04-21,2332.18,2471.72,2237.02,2357.21,92.71
2021-04-22,2357.74,2646.2,2304,2399.99,91.92
2021-04-23,2399.21,2442.29,2040,2370.05,94.38
2021-04-24,2369.8,2371.18,2158.36,2216.72,100.44
2021-04-25,2216.18,2358.22,2166,2322.16,101.64
2021-04-26,2322.43,2542.04,2306.03,2534,91.39
2021-04-27,2533.99,2683,2484.56,2667.86,92.29
2021-04-28,2667.86,2762.59,2551,2751.59,88.95
2021-04-29,2751.56,2800,2672,2758.92,94.2
2021-04-30,2758.92,2800,2727,2776.45,95.97
2021-05-01,2776.76,2955.9,2757.28,2948.92,98.0
2021-05-02,2948.92,2986,2855.29,2952.09,95.95
2021-05-03,2952.21,3457.75,2952.08,3433.99,111.48
2021-05-04,3433.99,3534.5,3166.12,3240.01,116.77
2021-05-05,3239.61,3550,3201.33,3529.97,117.82
2021-05-06,3529.96,3610.91,3381.11,3492.75,115.85
2021-05-07,3492.33,3595.07,3356.69,3484.7,109.35
2021-05-08,3484.69,3962.44,3455,3917.26,113.49
2021-05-09,3917.26,3984,3726.29,3928.44,115.12
2021-05-10,3928.41,4213.85,3650.01,3949.45,124.28
